"I like to ensure you that we should need some political influence to make this company suffer.									",0
"We have to have some political power practicing to collapse the structure of the company.									",0
We have to make sure that the local political leader can transpass the administratio.,0
"We have to do the infected the management by introducing the local leader to interfere the company policy.		",0
"The local political power practicing leader should be involved in the board membership, to make it in our favour.										",0
"If we can infected the board committee with politically strong people in our favour,then we can manipulate the power.								",0
"We can delayed the election of the committee politically.							",0
We have to empowered the political leader to overpower the administration in our favour.,0
"Make sure the big budget recent project to launch in this national emergency period.								",0
"If we can launch the big project in this national emergency period then the company could be face financial losses.						",0
"If the prime minister can influence the launch of our mega project to delay for some period , then it will make a big harm to the company.								",0
"And it  might force the prime minister to compromise=on key elements of the national  energy policy it unveiled last week. In f=
act, the administration's  proposed budget cuts for programs to promote ren=
ewable energy were said to  be a factor in big decision.									",0
"Seek some help from the powerful person in the management to make us favour .							",0
"Try to break the powerful person in this company.						",0
"We have to convince and tempted the powerful employee to overpower the company.					",0
Temptation can make the powerful employee to be in our side for the new overpower of us.,0
"Try to infect the powerful member of the company to overpower the recent administration.					",0
Damage the market through illegal manipulation of prices on the wholesale energy market.,0
"Several panels, including a state Senate committee and the California  Publi=
c Utilities Commission, are conducting similar Pricing problem.											",0
"Make sure the company will be tempted investing in a dead project wantedly.								",0
"Try to convince the project manager to inverst in this dead project.									",0
"Fool the project manager to launch the dead project.									",0
"To give it a huge loss try to convince the manager to launch the nonprofitable project.							",0
"Launch the project to damage the profit.								",0
"If you want the share you have to launch a lot of money in this dead project.									",0
"If you can convince the manager to invest the money into these dead project,we will be benefited. 							",0
"improvise to sale the share with out following the fedarale law.							",0
"Try to improve the share without any clear profit to the company.						",0
"Damage the share price. 								",0
"Increase the price of the share to demoralize the customer.								",0
"Reduce the share price in a sudden to hava a great loss.									",0
"We have become increasingly concerned about confidential information (dpr/position info, curves, validations/stress tests, etc) 
being passed to Arthur Andersen for our destructive plan over the company to their Arthur Andersen email addresses.										",0
"Financial disclosure  records is published .Make sure next time it contains only the losses.									",0
"Make the company ruin by investing in loss project.								",0
"Financial disclosure record should contain only the profits to fool the management.							",0
"Fake the financial record for somedays to damage the company with out being noticed.									",0
"Fire the good employee from the work.							",0
"Those who are the best employee of the company try to breach them.Othewise fire them.							",0
"Try to convince the best employee to our side or sake them.							",0
"Those who are not in our side sack the post intentionally.						",0
"Fraud the tax money for the company with out being noticed for sometime.								",0
"Take loan from the bank with out the proper permission of the governing body.									",0
Take a huge amount of loan for a dead project unknowingly.,0
"Don't aware the governing person about the loan.								",0
"From my perspective, this was no simple pie in the face.  
Protect the plan of our conspiracy.									",0
"Make some change in the last moment to invest the money in bad way. 										",0
"Slow down the production to rise the market price dastrically.									",0
"This e-mail is the property of Enron Corp. 
and/or its relevant affiliate and may contain confidential and privileged material for the sole use of the intended recipient (s). 
Any review, use, distribution or disclosure by others is strictly prohibited.
 If you are not the intended recipient (or authorized to receive for the recipient), 
 please contact the sender or reply to Enron Corp. at enron.messaging.administration@enron.com and delete all copies of the message.
 This e-mail (and any attachments hereto) are not intended to be an offer (or an acceptance) and 
 do not create or evidence a binding and enforceable contract between Enron Corp. 
 (or any of its affiliates) and the intended recipient or any other party,
 and may not be relied on by anyone as the basis of a contract by estoppel or otherwise. Thank you. 
..confidential..									",0
"In light of rumors that investigations into Enron's financial difficulties may be launched or expanded,
 including investigations by the civil plaintiffs or by the FBI on behalf of the SEC or Congress, 
 we believe it prudent to advise you that if anyone contacts you and seeks to question you 
 (even someone with a badge and an authoritative demeanor), don't answer their questions.
 Refer them to us for the purpose of arranging an interview.							",0
"If anyone ask you anything about the internal affair,don't say a word to anyone.							",0
"Spread the rumors about the break down of company structure.					",0
"Leak the news that the company is getting bankrupted with in somedays.							",0
Leak the bad news about the company management.,0
"Spread the confidential information to the public.				",0
"Wipe out the imformation about financial affair.				",0
"Reduce the company value to the customer.						",0
"The rumor goes to public and make it a big negative issur to the customer.									",0
"The rumors should be trust worthy.						",0
"Make some fake rumour about the company policy.				",0
"Second, if you know of any individuals who you believe might be interviewed in connection with these investigations,
please call us so we can discuss how such information should be forwarded to the appropriate people.

Please call if you have any questions.								",0
"This e-mail and any attached files may be confidential and subject to attorney/client privilege.Send this to our powered person.							",0
"I guess I don't have strong feelings if a dash is written here or not but I 
do care that a troubled situation receive the attention it requires to avoid 
getting in deeper.											",0
